type,group_index,category_id,category_name,category_type,rule_id,rule_name,error_type,en_msg,zh_msg
group,0,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_MODIFY_MODIFICATION,modify/modification,,"<message>Modify is fine. It is just over-used. So when referring to changes to legislation, prefer 
                <suggestion><match no=""1"" postag=""VB.*"">amend</match></suggestion>. In other contexts, the word 
                <suggestion><match no=""1"" postag=""VB.*"">change</match></suggestion> is a more common alternative.</message>","<message>Modify是很好的。它只是被过度使用了。因此，当提及立法的变化时，更喜欢用 
                <suggestion><match no=""1"" postag=""VB.*"">amend</match></suggestion> . In other contexts, the word 
                <suggestion><match no=""1"" postag=""VB.*"">change</match></suggestion> is a more common alternative.</message>"
group,1,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_MODIFY_MODIFICATION,modify/modification,,"<message>Modification is fine. It is just over-used. So when referring to changes to legislation, prefer 
                <suggestion><match no=""1"" postag=""NN.*"">amendment</match></suggestion>. In other contexts, the word 
                <suggestion><match no=""1"" postag=""NN.*"">change</match></suggestion> is a more common alternative.</message>","<message>Modify是很好的。它只是被过度使用了。因此，当提及立法的变化时，更喜欢用 
                <suggestion><match no=""1"" postag=""VB.*"">amend</match></suggestion> . In other contexts, the word 
                <suggestion><match no=""1"" postag=""VB.*"">change</match></suggestion> is a more common alternative.</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_MODULATION,modulation,,"<message>In English, 'modulation' is only normally used in the fields of music and grammar and with regard to wave frequencies. In EU documents, it is used to mean reduction and, in the jargon of the common agricultural policy, refers specifically to a 'system of progressive reduction of direct payments allowing a transfer of funds from Pillar 1… to Pillar 2'. Alternatives: 
            <suggestion><match no=""1"" postag=""NN.*"">adjustment</match></suggestion>, 
            <suggestion><match no=""1"" postag=""NN.*"">reduction</match></suggestion>, 
            <suggestion><match no=""1"" postag=""NN.*"">increase</match></suggestion>. With reference to the common agricultural policy, if you use 'modulation', it must be explained.</message>","<message>在英语中，'modulation' 通常只用于音乐和语法领域以及波频方面。在欧盟文件中，它被用来表示减少，用普通农业政策的术语来说，具体指的是“逐步减少直接支付的制度，允许将资金从第一支柱转移到第二支柱”。试试: 
            <suggestion><match no=""1"" postag=""NN.*"">adjustment</match></suggestion> , 
            <suggestion><match no=""1"" postag=""NN.*"">reduction</match></suggestion> , 
            <suggestion><match no=""1"" postag=""NN.*"">increase</match></suggestion> . 参照一般的农业政策，如果使用'modulation'，就必须加以解释。</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_NAME,name,,"<message>In EU texts, the word 'name' is often used to refer exclusively to a person's surname, so we are asked to supply someone's 'name and first name'. In English, a person's 'name' is his/her whole name. The 'first name' should come first and the 'last name' last. Documents and forms in English should unambiguously specify which name is which, e.g. by using the neutral terms 
            <suggestion>given <match no=""2"" /></suggestion> and 
            <suggestion>family <match no=""2"" /></suggestion>. In running text (as opposed to forms or tables), the normal order should be retained.</message>","<message>在欧盟的文本中，'name'这个词经常被用来指代一个人的姓，所以我们被要求提供'name and first name'（姓和名）。在英语中，一个人的'name'是他的全名。'first name'应该是第一位的，'last name'是最后一位。英语中的文档和表单应该明确指定哪个名称，例如，通过使用中性术语
            <suggestion>given <match no=""2"" /></suggestion> and 
            <suggestion>family <match no=""2"" /></suggestion> . 在运行文本时（与表单或表相反），应该保留正常的顺序。</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_NORMALLY,normally,,"<message>Normally means 'as a rule', 'usually', 'ordinarily' or 'in a normal manner' (e.g. 'act normally!'). In EU usage, it often expresses something that should happen. Use: 'supposed to', 'should', 'expected to'.</message>","<message>Normally意味着“通常”，或“以正常方式”（例如“表现得正常点！”）。在欧盟的用法中，它经常表达应该发生的事情。使用：'supposed to', 'should', 'expected to'。</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_NOTE,note,,"<message>In our administration, the word 'note' (dictionary definition = 'a brief letter, usually of an informal nature') seems to have invaded the semantic fields of both 'memo' ('a written communication, as in a business office') and 'letter' (many of our 'notes' are anything but brief, and none of them are informal). Alternatives: 
            <suggestion><match no=""1"" postag=""NN(S)|NN:UN"" postag_regexp=""yes"" postag_replace=""NN$1"">memo</match></suggestion>, 
            <suggestion><match no=""1"" postag=""NN(S)|NN:UN"" postag_regexp=""yes"" postag_replace=""NN$1"">letter</match></suggestion>.</message>","<message>在我们的政府中，'note'这个词（字典定义=“一封简短的信，通常是非正式性质的”）似乎已经侵入了“备忘录”（“如在企业办公室的书面交流”）和“信”的语义领域（我们的许多'note'都不太简短，也都是正式的。）试试: 
            <suggestion><match no=""1"" postag=""NN(S)|NN:UN"" postag_regexp=""yes"" postag_replace=""NN$1"">memo</match></suggestion> , 
            <suggestion><match no=""1"" postag=""NN(S)|NN:UN"" postag_regexp=""yes"" postag_replace=""NN$1"">letter</match></suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_NOTIFY_TO,notify to,,"<message>We normally notify somebody of something, we do not usually notify something to someone. If you notify something to someone, you report it, formally, usually to some sort of authority. If you notify somebody of something, you inform them of it. Alternatives: 
            <suggestion><match no=""1"" postag=""VB.*"">send</match></suggestion>, provide… with, inform or notify somebody of something, report something to somebody.</message>","<message>我们通常会通知(notify)某人某件事，我而不会把某事通知(notify)给某人。如果你把某件事通知(notify)某人，你就会正式地报告(report)，通常是有权威性的。如果你通知(notify)某人某件事，你就告知(inform)他们。试试: 
            <suggestion><match no=""1"" postag=""VB.*"">send</match></suggestion> , provide… with, inform or notify somebody of something, report something to somebody.</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_OPERATOR,operator/economic operator,,"<message>EUR Lex has 1,057 hits for 'economic operator'. Although the term is not used in English in this way, I take it that these are simply companies or businesses. Similarly, on its own, the term 'operator' is used to cover a wide range of activities – in customs, it can mean 'importer' or 'exporter' or possibly 'shipping company': in agriculture, it can refer to farmers or people who market or process their produce etc. It would be clearer to call things by their own name – business if you mean business, farmer if you mean farmer, importer if you mean importer etc.</message>","<message>欧盟法律法规数据库中'economic operator'一词有1,057个点击量。虽然这个术语在英语中不是这么用，我认为这些仅仅只是公司或企业而已。同样，'operator' 一词本身就被用来涵盖范围广泛的活动——在海关中，它可以指“进口商”或“出口商”或可能是“运输公司”：在农业方面，它可以指农民或销售或加工他们的产品的人等等。通常以他们自己的名字称呼事情会更清楚——如果您的意思是生意，则用 business，指农民，则用farmer，指进口商，则用importer等。</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_OPPORTUNITY,opportunity,,"<message>'Opportunity' does not mean 'the character of that which is opportune' (I am translating verbatim from a French dictionary). The English dictionary definition of opportunity is 'a favourable or advantageous circumstance or occasion or time' (as in 'I take the opportunity to wish you a merry Christmas.'). Alternatives: <suggestion>advisability</suggestion>, whether it was advisable to, whether it would be opportune to.</message>","<message>'Opportunity'并不意味着“恰当的特性”（我正在逐字翻译法语字典）。英语字典对机会的定义是“有利的或有利的情况或场合或时间”（如'我借此机会祝你圣诞快乐'）。试试: <suggestion>advisability</suggestion> , whether it was advisable to, whether it would be opportune to.</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_ORIENTATIONS,orientations,,"<message>EU 'orientations' are guidelines. Orientation, in English, is uncountable and means 'the act of determining one's bearings or settling one's sense of direction'. Alternatives: <suggestion>guidelines</suggestion>.</message>",<message>欧盟的'orientations'是指导方针。在英语中，'orientations'是不可数的，意思是“决定一个人的方位或确定一个人的方向感”的行为。 试试: <suggestion>guidelines</suggestion> .</message>
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PERSPECTIVE,perspective,,"<message>The word 'perspective' is often used correctly in EU texts to mean 'point of view' (e.g. 'from a research perspective'). However, it is also used incorrectly to mean 'expectation for the future' (as in 'financial perspectives'). Alternatives: 
            <suggestion>outlook</suggestion>, 
            <suggestion><match no=""1"" postag=""NN.*"">prospect</match></suggestion> (usually in the plural).</message>","<message>'perspective'一词在欧盟文本中经常被正确地用来表示“观点”（例如“从研究的角度”）。然而，它也被错误地用来表示“对未来的期望”（如“财务预期”）。试试： 
            <suggestion>outlook</suggestion> , 
            <suggestion><match no=""1"" postag=""NN.*"">prospect</match></suggestion> (通常用作复数).</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PLANIFICATION,planification,,"<message>'Planification' does not exist in English, but it comes up quite regularly. Alternatives: <suggestion>planning</suggestion>.</message>",<message>'Planification'在英语里不存在，但它经常出现。试试： <suggestion>planning</suggestion> .</message>
group,0,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PRECISE_TO_PRECISION,precise (to)/precision,,"<message>There is no verb 'to precise' in English. 'Precise' is an adjective. Alternatives: <suggestion><match no=""1"" /> specify</suggestion>.</message>","<message>英语里没有动词词组'to precise'。'Precise'是一个形容词。试试： <suggestion><match no=""1"" /> specify</suggestion> .</message>"
group,1,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PRECISE_TO_PRECISION,precise (to)/precision,,"<message>'Precision' is uncountable and means 'the quality, condition, or fact of being exact and accurate'. In EU publications, on the other hand, it is used countably (plural – 'precisions') and means something like <suggestion>detail</suggestion>, <suggestion>specification</suggestion>, <suggestion>clarification</suggestion>, <suggestion>explanation</suggestion>.</message>","<message>英语里没有动词词组'to precise'。'Precise'是一个形容词。试试： <suggestion><match no=""1"" /> specify</suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PRESCRIPTION,prescription,,"<message>Although the legal term 'prescription', meaning 'the limitation of time beyond which an action, debt, or crime is no longer valid or enforceable' is commonly used in Scottish law, the State of Louisiana and possibly Quebec, it is little known with this meaning in the rest of the English-speaking world. It is a convenient term, but unfortunately not one that most English speakers would understand. Generally speaking, <suggestion><match no=""1"" postag=""NN.*"">limitation</match></suggestion>. A 'statute of limitations' is said to apply: we can say, for example that there is a 'three-year statute of limitations', 'three-year limitation of action', 'three-year time-bar' or 'three-year limitation period'; if it is too late to pursue an action, we can say that 'the statute of limitations has run out'; if a debt can no longer be collected, we can talk of a 'time-barred' claim or offence. The terms 'stale claim' and 'stale offence' are rather nice, but less well-known.</message>","<message>虽然法律术语'prescription'，即“行动、债务或犯罪不再有效或可执行的时间限制”，在苏格兰法律、路易斯安那州，还可能在魁北克中都是常见的，但在其他的英语国家中，这一含义却鲜为人知。这是一个方便的术语，但遗憾的是，大多数说英语的人都不会理解这一点。一般来说 <suggestion><match no=""1"" postag=""NN.*"">limitation</match></suggestion> . 据说'statute of limitations'是适用的：例如，我们可以说，有“三年时效法令”，“三年行动时效”，“三年时间限制”或“三年时间限制的年限”;如果采取行动为时已晚，我们可以说“诉讼时效已经过期了”;如果债务不能再被收回，我们可以说“已经失去时效的”索赔或犯罪。 'stale claim'和'stale offence'这两个词相当不错，但不太知名。</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PROJECT,project (of),,"<message>We sometimes find 'project (of)' used with the meaning of 'draft'. It is more common in working documents than in published reports, but some cases filter through into the Official Journal. Alternatives: <suggestion><match no=""1"" postag=""NN(S)|NN:UN"" postag_replace=""NN$1"">draft</match></suggestion>.</message>","<message>有时候我们会发现'project (of)'有“草案”的意思。这一意思比起在出版的报告来说，通常在工作中的文件更常见，但有些时候也会出现在官方的日志当中。试试: <suggestion><match no=""1"" postag=""NN(S)|NN:UN"" postag_replace=""NN$1"">draft</match></suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PROVIDE_TO,provide to,,"<message>You provide someone with something, you do not provide something to someone.</message>",<message>你给某人提供了(with)某物，但不能提供某物给(to)某人。</message>
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_PUNCTUAL,punctual,,"<message>Punctual means 'acting or arriving exactly at the time appointed'. Alternatives: <suggestion>one-off</suggestion>, <suggestion>occasional</suggestion>, <suggestion>individual</suggestion>, <suggestion>ad hoc</suggestion>, <suggestion>periodic</suggestion>, <suggestion>regular</suggestion>.</message>","<message>Punctual意思是“在指定的时间内行动或到达”。试试: <suggestion>one-off</suggestion> , <suggestion>occasional</suggestion> , <suggestion>individual</suggestion> , <suggestion>ad hoc</suggestion> , <suggestion>periodic</suggestion> , <suggestion>regular</suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_REASONABILITY,reasonability,,"<message>'Reasonability' may occur in some dictionaries, but like a number of other words in -ability and -ableness, it is very marginal and stylistically awkward. Use: 'reasonable', 'available'.</message>","<message>'Reasonability'会出现在一些字典里，但就像其他许多有着-ability和-ableness后缀的词一样，这个词非常边缘化而且风格非常奇怪。用：'reasonable', 'available'.</message>"
group,0,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_REFLECTION_GROUP_FORUM,reflection group/reflection forum,,"<message>In English, reflection is an internal process that takes place within the individual (e.g. 'I have reflected long and hard on this problem.') and does not necessarily involve any discussion. Alternatives: 
                <suggestion>discussion</suggestion>, 
                <suggestion>think tank</suggestion>, 
                <suggestion>forum</suggestion>.</message>","<message>在英语中，反思是在个体内部发生的内部过程（例如“我已经在这个问题上深思了很久。”），并不一定涉及任何讨论。试试: 
                <suggestion>discussion</suggestion> , 
                <suggestion>think tank</suggestion> , 
                <suggestion>forum</suggestion> .</message>"
group,1,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_REFLECTION_GROUP_FORUM,reflection group/reflection forum,,"<message>In English, reflection is an internal process that takes place within the individual (e.g. 'I have reflected long and hard on this problem.') and does not necessarily involve any discussion. Alternatives: 
                <suggestion>discussions</suggestion>, 
                <suggestion>think tanks</suggestion>, 
                <suggestion>forums</suggestion>.</message>","<message>在英语中，反思是在个体内部发生的内部过程（例如“我已经在这个问题上深思了很久。”），并不一定涉及任何讨论。试试: 
                <suggestion>discussion</suggestion> , 
                <suggestion>think tank</suggestion> , 
                <suggestion>forum</suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_REINFORCE,reinforce,,"<message>Normally, the verb 'reinforce' is most commonly used in the engineering or military contexts, but it is often misused in EU texts to mean 'improve' or 'increase'. Alternatives: 
            <suggestion><match no=""1"" postag=""VB.*"">improve</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">bolster</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">consolidate</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">increase</match></suggestion>, or, if negative, 
            <suggestion><match no=""1"" postag=""VB.*"">worsen</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">exacerbate</match></suggestion>.</message>","<message>通常来说，动词'reinforce'在工程或军事的文本中最常见，但它在欧盟文本中经常被错误用来表示“改善”或“提高”。试试： 
            <suggestion><match no=""1"" postag=""VB.*"">improve</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">bolster</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">consolidate</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">increase</match></suggestion> , or, if negative, 
            <suggestion><match no=""1"" postag=""VB.*"">worsen</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">exacerbate</match></suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_REQUEST,request,,"<message>There seems to be a widespread instinct that 'ask' is not a sufficiently respectable word and needs to be replaced by something of Latin origin (usually 'request'). Alternatives: <suggestion><match no=""1"" postag=""VB.*"">ask</match></suggestion>.</message>","<message>似乎有一个普遍的感觉是，'ask'不是一个足够尊敬的词，需要被拉丁语来（通常是'request'）替代。试试: <suggestion><match no=""1"" postag=""VB.*"">ask</match></suggestion> .</message>"
group,0,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_RESPECT,respect (to respect/respect),,,
group,1,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_RESPECT,respect (to respect/respect),,"<message>The most common meaning of the verb 'to respect' is 'to show deferential regard for'. It can also mean 'to avoid violation of' (rules, for example), but with this meaning it is over-used in EU texts and often in a grammatically awkward manner. Alternatives: 
                <suggestion><match no=""1"" postag=""VB.*"">comply</match> with</suggestion>, 
                <suggestion><match no=""1"" postag=""VB.*"">adhere</match> to</suggestion>, meet (a deadline), compliance with.</message>",
group,2,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_RESPECT,respect (to respect/respect),,"<message>The most common meaning of the verb 'to respect' is 'to show deferential regard for'. It can also mean 'to avoid violation of' (rules, for example), but with this meaning it is over-used in EU texts and often in a grammatically awkward manner. Alternatives: comply with, adhere to, meet (a deadline), compliance with.</message>",
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_RESPONSIBLE,responsible (person),,"<message>The adjective 'responsible' means different things depending on whether it is placed before or after the noun. In EU texts we often talk about 'responsible officials' and 'responsible bodies' (meaning officials or bodies that are responsible for something), when, in English, we would say the officials or bodies responsible. Alternatives: <suggestion>\2 \1</suggestion></message>",<message>形容词'responsible'有不同的含义，这取决于它是在名词前还是名词后。 在欧盟文本中我们常说'responsible officials'和'responsible bodies' (意思对某事负责的官方或机构)，而在英语中我们通常会说，officials or bodies responsible（负有责任的官方或机构）。试试: <suggestion>\2 \1</suggestion> </message>
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_RETAIN,retain,,"<message>Retain means 'keep', unless you are talking about lawyers, in which case it means 'hire'. In EU texts, it is often used to mean 'adopt' or 'choose'. Alternatives: 
            <suggestion><match no=""1"" postag=""VB.*"">select</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">choose</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">adopt</match></suggestion>, 
            <suggestion><match no=""1"" postag=""VB.*"">accept</match></suggestion>.</message>","<message>Retain意味着“保持”，除非你在谈论律师，在这种情况下，这意味着“聘用”。在欧盟文本中，它通常用来表示“采用”或“选择”。试试: 
            <suggestion><match no=""1"" postag=""VB.*"">select</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">choose</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">adopt</match></suggestion> , 
            <suggestion><match no=""1"" postag=""VB.*"">accept</match></suggestion> .</message>"
group,0,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SEMESTER_TRIMESTER,semester/trimester,,"<message>In English, 'semester' refers to a term in an academic institution where the academic year is divided into two terms. This is rare in the UK and Ireland, where the academic year is usually divided into three terms. 'Semester' is rarely used for periods of six months in other contexts. Alternatives: 
                <suggestion>half</suggestion>, 
                <suggestion>six months</suggestion>, 
                <suggestion>six-month <match no=""1"" postag=""NN.*"">period</match></suggestion>.</message>","<message>在英语中，'semester'指的是学术机构中的一个学期，即一学年分为两学期。这在英国和爱尔兰是很少见的，在那里，学年通常分为三个学期。在其他情况下，“学期”很少使用六个月。试试: 
                <suggestion>half</suggestion> , 
                <suggestion>six months</suggestion> , 
                <suggestion>six-month <match no=""1"" postag=""NN.*"">period</match></suggestion> .</message>"
group,1,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SEMESTER_TRIMESTER,semester/trimester,,"<message>In English, 'trimester' is used in medicine to refer to any of the three periods of approximately three months into which pregnancy is divided. It is rarely used to refer to three-month periods in other contexts. Alternatives: 
                <suggestion>quarter</suggestion>, 
                <suggestion>three months</suggestion>, 
                <suggestion>three-month <match no=""1"" postag=""NN.*"">period</match></suggestion>.</message>","<message>在英语中，'semester'指的是学术机构中的一个学期，即一学年分为两学期。这在英国和爱尔兰是很少见的，在那里，学年通常分为三个学期。在其他情况下，“学期”很少使用六个月。试试: 
                <suggestion>half</suggestion> , 
                <suggestion>six months</suggestion> , 
                <suggestion>six-month <match no=""1"" postag=""NN.*"">period</match></suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SERVICE,service,,"<message>At the Commission (but not usually at the Court), the term 'service' is widely used with a meaning akin to 'department'. Alternatives: <suggestion>staff</suggestion>, <suggestion><match no=""1"" postag=""NN.*"">department</match></suggestion>.</message>","<message>在委员会（但通常不在法院），'service' 一词被广泛使用，其含义类似于“部门”。试试: <suggestion>staff</suggestion> , <suggestion><match no=""1"" postag=""NN.*"">department</match></suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SHALL,shall,,"<message>The use of 'shall' in the third person (he/she/it/they) is archaic and is only used in legislation or contracts or direct quotes from them (in inverted commas). It should never be used when paraphrasing legislation or quoting it indirectly. Alternatives: <suggestion>must</suggestion>, <suggestion>should</suggestion>, is/are, is to/are to, <suggestion>can</suggestion>, <suggestion>may</suggestion>.</message>","<message>第三个人称(he/she/it/they)使用'shall'是陈旧的，只在立法或合同中使用，或者直接引用（用引号括起来）。它不应该在解释立法或间接引用它的时候使用。试试: <suggestion>must</suggestion> , <suggestion>should</suggestion> , is/are, is to/are to, <suggestion>can</suggestion> , <suggestion>may</suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SICKNESS_INSURANCE,sickness insurance,,"<message>As the correct term is health insurance, presumably one would take out 'sickness insurance' if one wanted to stay in bad health. Alternatives: <suggestion>health insurance</suggestion>.</message>","<message>正确的说法应该是健康保险,如果一个人身体不健康，他需要拿出的是“疾病保险”。试试: <suggestion>health insurance</suggestion> .</message>"
single,,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SO_CALLED,so-called,,"<message>This is a risky term to use; although some dictionaries allow the meaning 'commonly known as', others, like the Collins dictionary, emphasise that its use casts doubt on the veracity of the term it introduces = 'called (in the speaker's opinion, wrongly) by that name'. Often, 'so-called' is superfluous and the other term can stand alone. In other cases we can say 'known as' or 'this is called'.</message>",<message>这是一个危险的术语;尽管一些字典有“通常被称为”的意思，但其他的字典，比如柯林斯字典，强调它的使用使人们对它所介绍的术语的真实性产生了怀疑，它被称为“（在说话者的观点中，错误地）”。通常，'so-called'是多余的，而另一个单词可以单独出现。在其他情况下，我们可以说'known as'或'this is called'。</message>
group,0,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SUPPRESS_SUPPRESSION,suppress/suppression,,"<message>'Suppress' is a bit like 'incite' in that it is often related to violence. It is also often combined with the adverbs 'savagely' or forcibly'. Indeed, the first definition of suppress in the Oxford online dictionary is 'forcibly put an end to'. You can suppress a revolt or an uprising, but you cannot suppress a bus stop. Alternatives: 
                <suggestion><match no=""1"" postag=""VB.*"">abolish</match></suggestion>, 
                <suggestion><match no=""1"" postag=""VB.*"">cancel</match></suggestion>, 
                <suggestion><match no=""1"" postag=""VB.*"">withdraw</match></suggestion>.</message>","<message>'Suppress'有点像“煽动”，因为它经常与暴力有关。它也经常与副词“野蛮”或“强行”结合。事实上，牛津在线词典的第一个定义是“强行终止”。你可以镇压叛乱或起义，但你不能压制公共汽车站。 试试: 
                <suggestion><match no=""1"" postag=""VB.*"">abolish</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">cancel</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">withdraw</match></suggestion> .</message>"
group,1,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SUPPRESS_SUPPRESSION,suppress/suppression,,"<message>'Suppress' is a bit like 'incite' in that it is often related to violence. It is also often combined with the adverbs 'savagely' or forcibly'. Indeed, the first definition of suppress in the Oxford online dictionary is 'forcibly put an end to'. You can suppress a revolt or an uprising, but you cannot suppress a bus stop. Alternatives: 
                <suggestion>abolished</suggestion>, 
                <suggestion>cancelled</suggestion>, 
                <suggestion>withdrew</suggestion>, 
                <suggestion>withdrawn</suggestion>.</message>","<message>'Suppress'有点像“煽动”，因为它经常与暴力有关。它也经常与副词“野蛮”或“强行”结合。事实上，牛津在线词典的第一个定义是“强行终止”。你可以镇压叛乱或起义，但你不能压制公共汽车站。 试试: 
                <suggestion><match no=""1"" postag=""VB.*"">abolish</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">cancel</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">withdraw</match></suggestion> .</message>"
group,2,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SUPPRESS_SUPPRESSION,suppress/suppression,,"<message>'Suppress' is a bit like 'incite' in that it is often related to violence. It is also often combined with the adverbs 'savagely' or forcibly'. Indeed, the first definition of suppress in the Oxford online dictionary is 'forcibly put an end to'. You can suppress a revolt or an uprising, but you cannot suppress a bus stop. Alternatives: 
                <suggestion>abolishing</suggestion>, 
                <suggestion>cancelling</suggestion>, 
                <suggestion>withdrawing</suggestion>.</message>","<message>'Suppress'有点像“煽动”，因为它经常与暴力有关。它也经常与副词“野蛮”或“强行”结合。事实上，牛津在线词典的第一个定义是“强行终止”。你可以镇压叛乱或起义，但你不能压制公共汽车站。 试试: 
                <suggestion><match no=""1"" postag=""VB.*"">abolish</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">cancel</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">withdraw</match></suggestion> .</message>"
group,3,MISUSED_TERMS_EU_PUBLICATIONS,Misused terms in EU publications (Gardner),style,EUPUB_SUPPRESS_SUPPRESSION,suppress/suppression,,"<message>'Suppress' is a bit like 'incite' in that it is often related to violence. Alternatives: <suggestion>abolition</suggestion>, <suggestion>cancellation</suggestion>, <suggestion>withdrawal</suggestion>.</message>","<message>'Suppress'有点像“煽动”，因为它经常与暴力有关。它也经常与副词“野蛮”或“强行”结合。事实上，牛津在线词典的第一个定义是“强行终止”。你可以镇压叛乱或起义，但你不能压制公共汽车站。 试试: 
                <suggestion><match no=""1"" postag=""VB.*"">abolish</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">cancel</match></suggestion> , 
                <suggestion><match no=""1"" postag=""VB.*"">withdraw</match></suggestion> .</message>"
